genome	genome_accession	source	protein_type	domains	domain_combination_type	count_raw	count_normalized_by_genome_size	count_normalized_by_total_proteins
GCF_022808865.1	GCF_022808865	mistdb	rr	No clan	superfamily_comb	4	1.2382919496163772e-06	0.0013971358714634998
GCF_022808865.1	GCF_022808865	mistdb	rr	nodomain	superfamily_comb	10	3.095729874040943e-06	0.0034928396786587496
GCF_022808865.1	GCF_022808865	mistdb	rr	HTH,Sigma54_activ_2	superfamily_comb	1	3.095729874040943e-07	0.00034928396786587494
GCF_022808865.1	GCF_022808865	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	5	1.5478649370204715e-06	0.0017464198393293748
GCF_022808865.1	GCF_022808865	mistdb	rr	Nucleot_cyclase,hole	superfamily_comb	1	3.095729874040943e-07	0.00034928396786587494
GCF_022808865.1	GCF_022808865	mistdb	rr	Nucleot_cyclase	superfamily_comb	1	3.095729874040943e-07	0.00034928396786587494
GCF_022808865.1	GCF_022808865	mistdb	rr	HD_PDEase,hole	superfamily_comb	1	3.095729874040943e-07	0.00034928396786587494
GCF_022808865.1	GCF_022808865	mistdb	rr	GCV_H	superfamily_comb	1	3.095729874040943e-07	0.00034928396786587494
GCF_022808865.1	GCF_022808865	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	1	3.095729874040943e-07	0.00034928396786587494
GCF_022808865.1	GCF_022808865	mistdb	rr	DUF4388	superfamily_comb	2	6.191459748081886e-07	0.0006985679357317499
GCF_022808865.1	GCF_022808865	mistdb	rr	PP2C	superfamily_comb	1	3.095729874040943e-07	0.00034928396786587494
GCF_022808865.1	GCF_022808865	mistdb	rr	P-loop_NTPase	superfamily_comb	1	3.095729874040943e-07	0.00034928396786587494
GCF_022808865.1	GCF_022808865	mistdb	rr	Pkinase,hole	superfamily_comb	1	3.095729874040943e-07	0.00034928396786587494
GCF_022808865.1	GCF_022808865	mistdb	rr	hole	superfamily_comb	1	3.095729874040943e-07	0.00034928396786587494
GCF_024609325.1	GCF_024609325	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	6	1.8078867250493552e-06	0.0020147750167897917
GCF_024609325.1	GCF_024609325	mistdb	rr	HTH,Sigma54_activ_2	superfamily_comb	1	3.0131445417489256e-07	0.000335795836131632
GCF_024609325.1	GCF_024609325	mistdb	rr	No clan	superfamily_comb	4	1.2052578166995702e-06	0.001343183344526528
GCF_024609325.1	GCF_024609325	mistdb	rr	HTH	superfamily_comb	4	1.2052578166995702e-06	0.001343183344526528
GCF_024609325.1	GCF_024609325	mistdb	rr	nodomain	superfamily_comb	12	3.6157734500987105e-06	0.004029550033579583
GCF_024609325.1	GCF_024609325	mistdb	rr	HD_PDEase	superfamily_comb	1	3.0131445417489256e-07	0.000335795836131632
GCF_024609325.1	GCF_024609325	mistdb	rr	Pkinase,hole	superfamily_comb	1	3.0131445417489256e-07	0.000335795836131632
GCF_024609325.1	GCF_024609325	mistdb	rr	P-loop_NTPase	superfamily_comb	2	6.026289083497851e-07	0.000671591672263264
GCF_024609325.1	GCF_024609325	mistdb	rr	PP2C	superfamily_comb	1	3.0131445417489256e-07	0.000335795836131632
GCF_024609325.1	GCF_024609325	mistdb	rr	HD_PDEase,hole	superfamily_comb	1	3.0131445417489256e-07	0.000335795836131632
GCF_024609325.1	GCF_024609325	mistdb	rr	Nucleot_cyclase	superfamily_comb	1	3.0131445417489256e-07	0.000335795836131632
GCF_024609325.1	GCF_024609325	mistdb	rr	Nucleot_cyclase,hole	superfamily_comb	1	3.0131445417489256e-07	0.000335795836131632
GCF_024609325.1	GCF_024609325	mistdb	rr	DUF4388	superfamily_comb	2	6.026289083497851e-07	0.000671591672263264
GCF_024609325.1	GCF_024609325	mistdb	rr	GCV_H	superfamily_comb	1	3.0131445417489256e-07	0.000335795836131632
GCF_024609325.1	GCF_024609325	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	1	3.0131445417489256e-07	0.000335795836131632
GCF_000242615.2	GCF_000242615	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	1	2.422928462794843e-07	0.0002785515320334262
GCF_000242615.2	GCF_000242615	mistdb	rr	PP2C	superfamily_comb	1	2.422928462794843e-07	0.0002785515320334262
GCF_000242615.2	GCF_000242615	mistdb	rr	No clan	superfamily_comb	5	1.2114642313974216e-06	0.001392757660167131
GCF_000242615.2	GCF_000242615	mistdb	rr	HD_PDEase	superfamily_comb	5	1.2114642313974216e-06	0.001392757660167131
GCF_000242615.2	GCF_000242615	mistdb	rr	nodomain	superfamily_comb	26	6.2996140032665925e-06	0.0072423398328690805
GCF_000242615.2	GCF_000242615	mistdb	rr	Nucleot_cyclase,hole	superfamily_comb	1	2.422928462794843e-07	0.0002785515320334262
GCF_000242615.2	GCF_000242615	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	3	7.26878538838453e-07	0.0008356545961002785
GCF_000242615.2	GCF_000242615	mistdb	rr	HTH	superfamily_comb	8	1.9383427702358746e-06	0.0022284122562674096
GCF_000242615.2	GCF_000242615	mistdb	rr	No clan,hole	superfamily_comb	1	2.422928462794843e-07	0.0002785515320334262
GCF_000242615.2	GCF_000242615	mistdb	rr	Nucleot_cyclase	superfamily_comb	2	4.845856925589687e-07	0.0005571030640668524
GCF_000242615.2	GCF_000242615	mistdb	rr	DUF4388	superfamily_comb	1	2.422928462794843e-07	0.0002785515320334262
GCF_000242615.2	GCF_000242615	mistdb	rr	GAF,PAS_Fold,PAS_Fold	superfamily_comb	1	2.422928462794843e-07	0.0002785515320334262
GCF_000242615.2	GCF_000242615	mistdb	rr	hole	superfamily_comb	2	4.845856925589687e-07	0.0005571030640668524
GCF_000242615.2	GCF_000242615	mistdb	rr	HTH,Sigma54_activ_2	superfamily_comb	1	2.422928462794843e-07	0.0002785515320334262
GCF_000242615.2	GCF_000242615	mistdb	rr	PAS_Fold	superfamily_comb	1	2.422928462794843e-07	0.0002785515320334262
GCF_000242615.2	GCF_000242615	mistdb	rr	PAS_Fold,PAS_Fold	superfamily_comb	1	2.422928462794843e-07	0.0002785515320334262
GCF_016592575.1	GCF_016592575	mistdb	rr	PP2C	superfamily_comb	1	4.3156631383243403e-07	0.0004743833017077799
GCF_016592575.1	GCF_016592575	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	6	2.589397882994604e-06	0.0028462998102466793
GCF_016592575.1	GCF_016592575	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	4	1.7262652553297361e-06	0.0018975332068311196
GCF_016592575.1	GCF_016592575	mistdb	rr	nodomain	superfamily_comb	7	3.020964196827038e-06	0.003320683111954459
GCF_016592575.1	GCF_016592575	mistdb	rr	hole	superfamily_comb	1	4.3156631383243403e-07	0.0004743833017077799
GCF_016592575.1	GCF_016592575	mistdb	rr	HTH	superfamily_comb	3	1.294698941497302e-06	0.0014231499051233396
GCF_016592575.1	GCF_016592575	mistdb	rr	PPDK_N,hole	superfamily_comb	1	4.3156631383243403e-07	0.0004743833017077799
GCF_016592575.1	GCF_016592575	mistdb	rr	No clan	superfamily_comb	1	4.3156631383243403e-07	0.0004743833017077799
GCF_016592575.1	GCF_016592575	mistdb	rr	PAS_Fold,PAS_Fold,PAS_Fold,hole	superfamily_comb	1	4.3156631383243403e-07	0.0004743833017077799
GCF_000702445.1	GCF_000702445	mistdb	rr	HTH	superfamily_comb	17	2.957554054084617e-06	0.0033543804262036307
GCF_000702445.1	GCF_000702445	mistdb	rr	nodomain	superfamily_comb	13	2.2616589825352956e-06	0.002565114443567482
GCF_000702445.1	GCF_000702445	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	6	1.0438426073239824e-06	0.0011838989739542227
GCF_000702445.1	GCF_000702445	mistdb	rr	PAS_Fold,PAS_Fold,hole	superfamily_comb	1	1.739737678873304e-07	0.0001973164956590371
GCF_000702445.1	GCF_000702445	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	1.739737678873304e-07	0.0001973164956590371
GCF_000702445.1	GCF_000702445	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	3	5.219213036619912e-07	0.0005919494869771113
GCF_000702445.1	GCF_000702445	mistdb	rr	PP2C	superfamily_comb	1	1.739737678873304e-07	0.0001973164956590371
GCF_000702445.1	GCF_000702445	mistdb	rr	No clan	superfamily_comb	3	5.219213036619912e-07	0.0005919494869771113
GCF_000702445.1	GCF_000702445	mistdb	rr	ParA,hole	superfamily_comb	1	1.739737678873304e-07	0.0001973164956590371
GCF_000702445.1	GCF_000702445	mistdb	rr	Nucleot_cyclase	superfamily_comb	2	3.479475357746608e-07	0.0003946329913180742
GCF_000702445.1	GCF_000702445	mistdb	rr	HD_PDEase	superfamily_comb	1	1.739737678873304e-07	0.0001973164956590371
GCF_000702445.1	GCF_000702445	mistdb	rr	P-loop_NTPase	superfamily_comb	1	1.739737678873304e-07	0.0001973164956590371
GCF_015277775.1	GCF_015277775	mistdb	rr	nodomain	superfamily_comb	22	2.3079923466973785e-06	0.002888655462184874
GCF_015277775.1	GCF_015277775	mistdb	rr	No clan	superfamily_comb	9	9.441786872852912e-07	0.0011817226890756302
GCF_015277775.1	GCF_015277775	mistdb	rr	HTH	superfamily_comb	41	4.30125846429966e-06	0.005383403361344538
GCF_015277775.1	GCF_015277775	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	3	3.1472622909509707e-07	0.0003939075630252101
GCF_015277775.1	GCF_015277775	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	12	1.2589049163803883e-06	0.0015756302521008404
GCF_015277775.1	GCF_015277775	mistdb	rr	CBP_BcsQ,hole	superfamily_comb	1	1.0490874303169901e-07	0.00013130252100840336
GCF_015277775.1	GCF_015277775	mistdb	rr	PAS_Fold,hole	superfamily_comb	1	1.0490874303169901e-07	0.00013130252100840336
GCF_015277775.1	GCF_015277775	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	1.0490874303169901e-07	0.00013130252100840336
GCF_015277775.1	GCF_015277775	mistdb	rr	P-loop_NTPase	superfamily_comb	2	2.0981748606339803e-07	0.0002626050420168067
GCF_015277775.1	GCF_015277775	mistdb	rr	HD_PDEase	superfamily_comb	2	2.0981748606339803e-07	0.0002626050420168067
GCF_015277775.1	GCF_015277775	mistdb	rr	PP2C	superfamily_comb	1	1.0490874303169901e-07	0.00013130252100840336
GCF_015277775.1	GCF_015277775	mistdb	rr	hole	superfamily_comb	1	1.0490874303169901e-07	0.00013130252100840336
GCF_015277775.1	GCF_015277775	mistdb	rr	P-loop_NTPase,hole	superfamily_comb	1	1.0490874303169901e-07	0.00013130252100840336
GCF_015277775.1	GCF_015277775	mistdb	rr	PAS_Fold	superfamily_comb	2	2.0981748606339803e-07	0.0002626050420168067
GCF_015277775.1	GCF_015277775	mistdb	rr	PAS_Fold,PAS_Fold,PAS_Fold	superfamily_comb	1	1.0490874303169901e-07	0.00013130252100840336
GCF_004339725.1	GCF_004339725	mistdb	rr	HTH	superfamily_comb	17	4.034434132641752e-06	0.004819960306209243
GCF_004339725.1	GCF_004339725	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	4	9.492786194451182e-07	0.0011341083073433513
GCF_004339725.1	GCF_004339725	mistdb	rr	HD_PDEase,hole	superfamily_comb	1	2.3731965486127954e-07	0.0002835270768358378
GCF_004339725.1	GCF_004339725	mistdb	rr	nodomain	superfamily_comb	12	2.8478358583353547e-06	0.003402324922030054
GCF_004339725.1	GCF_004339725	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	3	7.119589645838387e-07	0.0008505812305075135
GCF_004339725.1	GCF_004339725	mistdb	rr	No clan	superfamily_comb	2	4.746393097225591e-07	0.0005670541536716756
GCF_004339725.1	GCF_004339725	mistdb	rr	P-loop_NTPase,hole	superfamily_comb	1	2.3731965486127954e-07	0.0002835270768358378
GCF_004339725.1	GCF_004339725	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	2.3731965486127954e-07	0.0002835270768358378
GCF_004339725.1	GCF_004339725	mistdb	rr	HTH,hole	superfamily_comb	1	2.3731965486127954e-07	0.0002835270768358378
GCF_004339725.1	GCF_004339725	mistdb	rr	Nucleot_cyclase	superfamily_comb	1	2.3731965486127954e-07	0.0002835270768358378
GCF_004339725.1	GCF_004339725	mistdb	rr	PAS_Fold	superfamily_comb	3	7.119589645838387e-07	0.0008505812305075135
GCF_004339725.1	GCF_004339725	mistdb	rr	PAS_Fold,PAS_Fold,PAS_Fold	superfamily_comb	1	2.3731965486127954e-07	0.0002835270768358378
GCF_003330725.1	GCF_003330725	mistdb	rr	No clan	superfamily_comb	3	3.9469913795076944e-07	0.0004464950141390088
GCF_003330725.1	GCF_003330725	mistdb	rr	HTH	superfamily_comb	40	5.262655172676926e-06	0.005953266855186784
GCF_003330725.1	GCF_003330725	mistdb	rr	nodomain	superfamily_comb	24	3.1575931036061555e-06	0.0035719601131120704
GCF_003330725.1	GCF_003330725	mistdb	rr	Nucleot_cyclase	superfamily_comb	2	2.631327586338463e-07	0.0002976633427593392
GCF_003330725.1	GCF_003330725	mistdb	rr	hole	superfamily_comb	2	2.631327586338463e-07	0.0002976633427593392
GCF_003330725.1	GCF_003330725	mistdb	rr	PAS_Fold	superfamily_comb	2	2.631327586338463e-07	0.0002976633427593392
GCF_003330725.1	GCF_003330725	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	3	3.9469913795076944e-07	0.0004464950141390088
GCF_003330725.1	GCF_003330725	mistdb	rr	HD_PDEase	superfamily_comb	1	1.3156637931692315e-07	0.0001488316713796696
GCF_003330725.1	GCF_003330725	mistdb	rr	PP2C	superfamily_comb	2	2.631327586338463e-07	0.0002976633427593392
GCF_003330725.1	GCF_003330725	mistdb	rr	HTH,hole	superfamily_comb	2	2.631327586338463e-07	0.0002976633427593392
GCF_003330725.1	GCF_003330725	mistdb	rr	HD_PDEase,hole	superfamily_comb	1	1.3156637931692315e-07	0.0001488316713796696
GCF_003330725.1	GCF_003330725	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	1.3156637931692315e-07	0.0001488316713796696
GCF_003330725.1	GCF_003330725	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	2	2.631327586338463e-07	0.0002976633427593392
GCF_003330725.1	GCF_003330725	mistdb	rr	P-loop_NTPase,hole	superfamily_comb	1	1.3156637931692315e-07	0.0001488316713796696
GCF_000022565.1	GCF_000022565	mistdb	rr	HTH	superfamily_comb	19	4.6034313492705745e-06	0.005637982195845697
GCF_000022565.1	GCF_000022565	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	2	4.845717209758499e-07	0.0005934718100890207
GCF_000022565.1	GCF_000022565	mistdb	rr	nodomain	superfamily_comb	12	2.9074303258550993e-06	0.0035608308605341245
GCF_000022565.1	GCF_000022565	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	3	7.268575814637748e-07	0.0008902077151335311
GCF_000022565.1	GCF_000022565	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	2.4228586048792496e-07	0.0002967359050445104
GCF_000022565.1	GCF_000022565	mistdb	rr	No clan	superfamily_comb	2	4.845717209758499e-07	0.0005934718100890207
GCF_000022565.1	GCF_000022565	mistdb	rr	P-loop_NTPase,hole	superfamily_comb	1	2.4228586048792496e-07	0.0002967359050445104
GCF_000022565.1	GCF_000022565	mistdb	rr	HD_PDEase,hole	superfamily_comb	1	2.4228586048792496e-07	0.0002967359050445104
GCF_000022565.1	GCF_000022565	mistdb	rr	PAS_Fold	superfamily_comb	3	7.268575814637748e-07	0.0008902077151335311
GCF_000022565.1	GCF_000022565	mistdb	rr	Nucleot_cyclase	superfamily_comb	1	2.4228586048792496e-07	0.0002967359050445104
GCF_014274465.1	GCF_014274465	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	3	4.783839043589385e-07	0.0005471457231442641
GCF_014274465.1	GCF_014274465	mistdb	rr	HTH	superfamily_comb	35	5.581145550854282e-06	0.006383366770016414
GCF_014274465.1	GCF_014274465	mistdb	rr	Trypsin_2,hole	superfamily_comb	2	3.18922602905959e-07	0.0003647638154295094
GCF_014274465.1	GCF_014274465	mistdb	rr	PP2C	superfamily_comb	1	1.594613014529795e-07	0.0001823819077147547
GCF_014274465.1	GCF_014274465	mistdb	rr	nodomain	superfamily_comb	23	3.667609933418528e-06	0.004194783877439358
GCF_014274465.1	GCF_014274465	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	3	4.783839043589385e-07	0.0005471457231442641
GCF_014274465.1	GCF_014274465	mistdb	rr	P-loop_NTPase,hole	superfamily_comb	3	4.783839043589385e-07	0.0005471457231442641
GCF_014274465.1	GCF_014274465	mistdb	rr	Nucleot_cyclase	superfamily_comb	1	1.594613014529795e-07	0.0001823819077147547
GCF_014274465.1	GCF_014274465	mistdb	rr	HTH,P-loop_NTPase,PAS_Fold	superfamily_comb	1	1.594613014529795e-07	0.0001823819077147547
GCF_014274465.1	GCF_014274465	mistdb	rr	No clan	superfamily_comb	3	4.783839043589385e-07	0.0005471457231442641
GCF_014274465.1	GCF_014274465	mistdb	rr	PAS_Fold	superfamily_comb	2	3.18922602905959e-07	0.0003647638154295094
GCF_014274465.1	GCF_014274465	mistdb	rr	HD_PDEase,hole	superfamily_comb	1	1.594613014529795e-07	0.0001823819077147547
GCF_014274465.1	GCF_014274465	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	1.594613014529795e-07	0.0001823819077147547
GCF_014274465.1	GCF_014274465	mistdb	rr	hole	superfamily_comb	1	1.594613014529795e-07	0.0001823819077147547
GCF_900108185.1	GCF_900108185	mistdb	rr	HTH	superfamily_comb	32	5.644212812221978e-06	0.007034513079797758
GCF_900108185.1	GCF_900108185	mistdb	rr	nodomain	superfamily_comb	21	3.704014658020673e-06	0.004616399208617278
GCF_900108185.1	GCF_900108185	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	4	7.055266015277473e-07	0.0008793141349747197
GCF_900108185.1	GCF_900108185	mistdb	rr	No clan	superfamily_comb	5	8.819082519096841e-07	0.0010991426687183997
GCF_900108185.1	GCF_900108185	mistdb	rr	P-loop_NTPase,hole	superfamily_comb	3	5.291449511458105e-07	0.0006594856012310398
GCF_900108185.1	GCF_900108185	mistdb	rr	HTH,hole	superfamily_comb	1	1.7638165038193682e-07	0.00021982853374367993
GCF_900108185.1	GCF_900108185	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	2	3.5276330076387363e-07	0.00043965706748735987
GCF_900108185.1	GCF_900108185	mistdb	rr	No clan,Nucleot_cyclase,PAS_Fold	superfamily_comb	1	1.7638165038193682e-07	0.00021982853374367993
GCF_900108185.1	GCF_900108185	mistdb	rr	PAS_Fold	superfamily_comb	1	1.7638165038193682e-07	0.00021982853374367993
GCF_014642855.1	GCF_014642855	mistdb	rr	HTH	superfamily_comb	13	3.097990143148592e-06	0.0037292025243832474
GCF_014642855.1	GCF_014642855	mistdb	rr	No clan	superfamily_comb	2	4.766138681767065e-07	0.0005737234652897303
GCF_014642855.1	GCF_014642855	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	4	9.53227736353413e-07	0.0011474469305794606
GCF_014642855.1	GCF_014642855	mistdb	rr	nodomain	superfamily_comb	12	2.859683209060239e-06	0.0034423407917383822
GCF_014642855.1	GCF_014642855	mistdb	rr	HD_PDEase,hole	superfamily_comb	1	2.3830693408835326e-07	0.00028686173264486515
GCF_014642855.1	GCF_014642855	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	1	2.3830693408835326e-07	0.00028686173264486515
GCF_014642855.1	GCF_014642855	mistdb	rr	HTH,hole	superfamily_comb	1	2.3830693408835326e-07	0.00028686173264486515
GCF_014642855.1	GCF_014642855	mistdb	rr	P-loop_NTPase,hole	superfamily_comb	2	4.766138681767065e-07	0.0005737234652897303
GCF_014642855.1	GCF_014642855	mistdb	rr	P-loop_NTPase	superfamily_comb	1	2.3830693408835326e-07	0.00028686173264486515
GCF_014642855.1	GCF_014642855	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	2.3830693408835326e-07	0.00028686173264486515
GCF_000745965.1	GCF_000745965	mistdb	rr	HTH	superfamily_comb	34	4.157935511643136e-06	0.004428236519927064
GCF_000745965.1	GCF_000745965	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	9	1.1006299883761244e-06	0.0011721802552748112
GCF_000745965.1	GCF_000745965	mistdb	rr	P-loop_NTPase	superfamily_comb	1	1.222922209306805e-07	0.00013024225058609013
GCF_000745965.1	GCF_000745965	mistdb	rr	nodomain	superfamily_comb	30	3.6687666279204145e-06	0.003907267517582704
GCF_000745965.1	GCF_000745965	mistdb	rr	No clan	superfamily_comb	3	3.668766627920415e-07	0.00039072675175827037
GCF_000745965.1	GCF_000745965	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	3	3.668766627920415e-07	0.00039072675175827037
GCF_000745965.1	GCF_000745965	mistdb	rr	PAS_Fold	superfamily_comb	1	1.222922209306805e-07	0.00013024225058609013
GCF_000745965.1	GCF_000745965	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	1.222922209306805e-07	0.00013024225058609013
GCF_000745965.1	GCF_000745965	mistdb	rr	hole	superfamily_comb	1	1.222922209306805e-07	0.00013024225058609013
GCF_000745965.1	GCF_000745965	mistdb	rr	PAS_Fold,PAS_Fold	superfamily_comb	1	1.222922209306805e-07	0.00013024225058609013
GCF_003945235.1	GCF_003945235	mistdb	rr	P-loop_NTPase,hole	superfamily_comb	1	1.625420008530204e-07	0.00019573302016050108
GCF_003945235.1	GCF_003945235	mistdb	rr	HTH	superfamily_comb	21	3.413382017913429e-06	0.004110393423370522
GCF_003945235.1	GCF_003945235	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	5	8.127100042651021e-07	0.0009786651008025053
GCF_003945235.1	GCF_003945235	mistdb	rr	nodomain	superfamily_comb	20	3.2508400170604083e-06	0.003914660403210021
GCF_003945235.1	GCF_003945235	mistdb	rr	No clan	superfamily_comb	7	1.1377940059711429e-06	0.0013701311411235075
GCF_003945235.1	GCF_003945235	mistdb	rr	HD_PDEase,hole	superfamily_comb	1	1.625420008530204e-07	0.00019573302016050108
GCF_003945235.1	GCF_003945235	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	1.625420008530204e-07	0.00019573302016050108
GCF_003945235.1	GCF_003945235	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	2	3.250840017060408e-07	0.00039146604032100216
GCF_003945235.1	GCF_003945235	mistdb	rr	PP2C	superfamily_comb	1	1.625420008530204e-07	0.00019573302016050108
GCF_003945235.1	GCF_003945235	mistdb	rr	HTH,hole	superfamily_comb	1	1.625420008530204e-07	0.00019573302016050108
GCF_003945235.1	GCF_003945235	mistdb	rr	PAS_Fold	superfamily_comb	1	1.625420008530204e-07	0.00019573302016050108
GCF_003945235.1	GCF_003945235	mistdb	rr	PAS_Fold,PAS_Fold	superfamily_comb	1	1.625420008530204e-07	0.00019573302016050108
GCF_014640335.1	GCF_014640335	mistdb	rr	HTH	superfamily_comb	19	4.189053298207019e-06	0.005099302200751476
GCF_014640335.1	GCF_014640335	mistdb	rr	nodomain	superfamily_comb	10	2.204764893793168e-06	0.0026838432635534087
GCF_014640335.1	GCF_014640335	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	4	8.819059575172671e-07	0.0010735373054213634
GCF_014640335.1	GCF_014640335	mistdb	rr	No clan	superfamily_comb	3	6.614294681379504e-07	0.0008051529790660225
GCF_014640335.1	GCF_014640335	mistdb	rr	Nucleot_cyclase	superfamily_comb	1	2.2047648937931678e-07	0.00026838432635534085
GCF_014640335.1	GCF_014640335	mistdb	rr	HTH,hole	superfamily_comb	1	2.2047648937931678e-07	0.00026838432635534085
GCF_014640335.1	GCF_014640335	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	2.2047648937931678e-07	0.00026838432635534085
GCF_014640335.1	GCF_014640335	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	2	4.4095297875863356e-07	0.0005367686527106817
GCF_014640335.1	GCF_014640335	mistdb	rr	HD_PDEase,hole	superfamily_comb	1	2.2047648937931678e-07	0.00026838432635534085
GCF_014640335.1	GCF_014640335	mistdb	rr	P-loop_NTPase,hole	superfamily_comb	1	2.2047648937931678e-07	0.00026838432635534085
GCF_004217555.1	GCF_004217555	mistdb	rr	HTH	superfamily_comb	41	5.50696664860113e-06	0.006165413533834587
GCF_004217555.1	GCF_004217555	mistdb	rr	nodomain	superfamily_comb	31	4.163804051381342e-06	0.004661654135338346
GCF_004217555.1	GCF_004217555	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	5	6.715812986098939e-07	0.0007518796992481203
GCF_004217555.1	GCF_004217555	mistdb	rr	No clan	superfamily_comb	5	6.715812986098939e-07	0.0007518796992481203
GCF_004217555.1	GCF_004217555	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	1.3431625972197879e-07	0.00015037593984962405
GCF_004217555.1	GCF_004217555	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	3	4.029487791659363e-07	0.0004511278195488722
GCF_004217555.1	GCF_004217555	mistdb	rr	HD_PDEase,hole	superfamily_comb	1	1.3431625972197879e-07	0.00015037593984962405
GCF_004217555.1	GCF_004217555	mistdb	rr	P-loop_NTPase,hole	superfamily_comb	1	1.3431625972197879e-07	0.00015037593984962405
GCF_004217555.1	GCF_004217555	mistdb	rr	PAS_Fold	superfamily_comb	2	2.6863251944395757e-07	0.0003007518796992481
GCF_004217555.1	GCF_004217555	mistdb	rr	hole	superfamily_comb	1	1.3431625972197879e-07	0.00015037593984962405
GCF_000178955.2	GCF_000178955	mistdb	rr	No clan	superfamily_comb	3	4.80955986595436e-07	0.0006114961271911944
GCF_000178955.2	GCF_000178955	mistdb	rr	HTH	superfamily_comb	23	3.6873292305650093e-06	0.004688136975132491
GCF_000178955.2	GCF_000178955	mistdb	rr	nodomain	superfamily_comb	9	1.442867959786308e-06	0.0018344883815735833
GCF_000178955.2	GCF_000178955	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	2	3.2063732439695736e-07	0.00040766408479412964
GCF_000178955.2	GCF_000178955	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	1.6031866219847868e-07	0.00020383204239706482
GCF_000178955.2	GCF_000178955	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	1	1.6031866219847868e-07	0.00020383204239706482
GCF_000178955.2	GCF_000178955	mistdb	rr	Nucleot_cyclase	superfamily_comb	1	1.6031866219847868e-07	0.00020383204239706482
GCF_000178955.2	GCF_000178955	mistdb	rr	PAS_Fold	superfamily_comb	2	3.2063732439695736e-07	0.00040766408479412964
GCF_013410065.1	GCF_013410065	mistdb	rr	HTH	superfamily_comb	14	3.251765883076254e-06	0.0038398244651673065
GCF_013410065.1	GCF_013410065	mistdb	rr	nodomain	superfamily_comb	11	2.5549589081313427e-06	0.0030170049369171695
GCF_013410065.1	GCF_013410065	mistdb	rr	No clan	superfamily_comb	5	1.1613449582415194e-06	0.0013713658804168952
GCF_013410065.1	GCF_013410065	mistdb	rr	HTH,P-loop_NTPase	superfamily_comb	4	9.290759665932155e-07	0.0010970927043335162
GCF_013410065.1	GCF_013410065	mistdb	rr	HTH,P-loop_NTPase,hole	superfamily_comb	2	4.6453798329660774e-07	0.0005485463521667581
GCF_013410065.1	GCF_013410065	mistdb	rr	P-loop_NTPase,hole	superfamily_comb	1	2.3226899164830387e-07	0.00027427317608337906
GCF_013410065.1	GCF_013410065	mistdb	rr	Pyr_redox_2,hole	superfamily_comb	1	2.3226899164830387e-07	0.00027427317608337906
